,message,predicted,Cluster_PCA_withfirst177,Medical_conslut,service_support,PriceBooking_inquiry,place_inquiry
974,عايز علاج القولون العصبي ملتهب تكتبلي اسم دواء اوعلاج,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
975,عندي القولون العصبي والتهابات جدار المعده اعرف العلاج المناسب,obj,0,Medical_conslut,0.0,0.0,0.0
976,عندي قولون متقرح باخد بنتازيا وكرتوزون وبردو دم اه العمل,obj,0,Medical_conslut,0.0,0.0,0.0
977,عندي اسهال وضيق التنفس وغازات وارتجاع المرئ وعاملي توتر وقلق,obj,0,Medical_conslut,0.0,0.0,0.0
978,تقرحات القولون ليها علاج العمليات العلم عملت كزا مره منظار,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
979,عملت منظار وضح ارتجاع وفتق الحجاب الحاجز لتهاب المعدة وجرثومه واخذت علاج ومفيش نتيجه ولوسمحت علاج الفتاق وشكرا لحضرتك,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
980,عندي الشعور بتجشؤ مستمر ما الاسباب والعلاج,obj,0,Medical_conslut,0.0,0.0,0.0
981,عني ارتجاع المرء يسبب ضيق النفس,obj,0,0.003246753246753247,0.0,0.0,0.0
982,عندي التهابات المعدة وقولون وحصوات رمليه الكلي ودهون الكبد وعصر هضم العلم عندي جرسومه المعده وشفيت الحمدالله وحاليا وجع المعده فظيع العلاج,obj,0,Medical_conslut,0.0,0.0,0.0
983,عندي امساك باستمرار مريض انيميا البحر المتوسط والقولون العصبي بيهيج اقل,obj,0,Medical_conslut,0.0,0.0,0.0
984,عندي ناسورعالي معقد يدخل عضلة الشرجس,obj,0,Medical_conslut,0.0,0.0,0.0
985,عندي امساك شديد وانتفاخ معدة مستمر الاكل باكلو بيعمل حموض وانتفاخ والامساك عمل حرقان البول اعرف علاج,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
986,لوسمحت عندي القولون العصبي وجرثونة المعدة واخدت اعلاج ثلاث اسابيع وعندي غازات طول الليل العلاج,obj,0,Medical_conslut,0.0,0.0,0.0
987,عندي ارتجاع المرئ الحل وعمليه الارتجاع كام الرجاءالرد,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
988,دكتور بعاني فتاق اليمين الحوض وعندي دوالي الخصيه اشمال بكام العمليه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
989,بشتكي دايما المعده وكشفت الدكاتره قالوا قولون عصبي ودايما انتفاخات وغازات وحرقان فم المعده واصل للذور وده مسبب زياده الوزن منطقة البطن والاجناب حل للموضوع جزاكم خيرا,obj,0,Medical_conslut,0.0,0.0,0.0
990,عندي انتفاخ دائما وغازات وامساك ومفيش ادوية نافعة ارجو الرد لان معنديش خاص دكتور,obj,0,Medical_conslut,0.0,0.0,0.0
991,ورم القولون وعملنه منظار والورم خبيث علاج وهل بيرجع الورم لا وايه تكلفة العمليه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
992,عندي القولون وعندي ميكروب حلزوني وتعبت الدكاتره والعلاج عندك علاج نهائي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
993,عندي بنتي عمرها سنوات دائما تشتكي بامساك ومغص وفي بطنها,obj,0,Medical_conslut,0.0,0.0,0.0
994,عندي القولون العصبي وانتفاخ دائم واخدت علاج ارجو الافاده,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
995,عندي تقريعه متكره وبتنفس بصعوبه وتعبه صدري,obj,0,Medical_conslut,0.0,0.0,0.0
996,العلاج الامثل للقولون التقرحي ارجو الرد,obj,0,Medical_conslut,0.0,0.0,0.0
997,اخي عنده ورم المستقيم العلاج وبكامل الكشف ارجو الرد,obj,0,Medical_conslut,0.0,0.0,0.0
998,دكتور نزول البراز رفيع دليل وجود اورام,obj,0,Medical_conslut,0.0,0.0,0.0
999,مفيش اخبار ميعاد وصول الدكتور سمحتو,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1000,دكتور عندي بثور تحت لساني بقالها شهر ارجو الافاده,obj,0,Medical_conslut,0.0,0.0,0.0
1001,تكلفة عمليه فتق الحجاب الحاجز وهل خطيره وما مدي نسبة النجاح,obj,0,0.003194888178913738,0.0,PriceBooking_inquiry,0.0
1002,للقولون ملتهب لدرجه علاج لان الحاله كبيره فالسن لاتتحمل عمليه والهيموجلبين بينزل شهرين,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1003,عندي فتق اربي وعايزه تركيب شبكة تكلف كام دكتور,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1004,العلاج للقولون وحامل نفس الوقت,obj,0,Medical_conslut,0.0,0.0,0.0
1005,عندي القولون العصبي ودائما انتفاخ وغازات وصداع واحيانا امساك امالان اسهال وتقلصات ما العمل,obj,0,Medical_conslut,0.0,0.0,0.0
1006,فضلك عندي اتهاب مزمن القولون المستقيم العلاج,obj,0,Medical_conslut,0.0,0.0,place_inquiry
1007,عندي القولون والجرثمه العلاج,obj,0,Medical_conslut,0.0,0.0,0.0
1008,دكتور دايما مباكل بحس بمغص شديد بطني,obj,0,Medical_conslut,0.0,0.0,0.0
1009,عندي القولون العصبي علاجه,obj,0,Medical_conslut,0.0,0.0,0.0
1010,ما الحل الامثل للقولون العصبي,obj,0,Medical_conslut,0.0,0.0,0.0
1011,ابني عنده ناسور عصعصي وشرجي اختصاص الدكتور,obj,0,Medical_conslut,service_support,0.0,0.0
1012,مكان العياده فين,obj,0,0.0,0.0,0.0,place_inquiry
1013,انتفاخ وغازات والم الجانب اليمين وتقلصات العلاج الانسب لكل,obj,0,Medical_conslut,0.0,0.0,0.0
1014,ارتجاع المرئ عملية جراحية,obj,0,Medical_conslut,0.0,0.0,0.0
1015,القولون العصبي عندي اية علاجة,obj,0,Medical_conslut,0.0,0.0,0.0
1016,محتاجه استشاره دكتور جراحه قلب,obj,0,Medical_conslut,0.0,0.0,0.0
1017,عندي القولون العصبي وامساك مزمن جربت علاجات مافي نتيجة,obj,0,Medical_conslut,0.0,0.0,0.0
1018,الم بالمعهد وارتفاع مري ء الحل حوالي سنين,obj,0,Medical_conslut,0.0,0.0,0.0
1019,عندي شرخ واتعبت كتر المسكنات,obj,0,Medical_conslut,0.0,0.0,0.0
1020,علاج القولون والجرثومه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1021,عندي التهابات المعده وعندي القولون علاج اياه الحل دكتور,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1022,عايز اعرف مكان العيادة,obj,0,0.0,0.0,0.0,place_inquiry
1023,كيس مياه الثدي ماعلاجه انثي,obj,0,0.003257328990228013,0.0,0.0,0.0
1024,عندي الم مستمر اعلي المعدة,obj,0,Medical_conslut,0.0,0.0,0.0
1025,عندي فتاءسري وتضخم الطحال وتليف الكبد ارجو الافاده,obj,0,Medical_conslut,0.0,0.0,0.0
1026,علاج الحصون الحراره,obj,0,0.003278688524590164,0.0,PriceBooking_inquiry,0.0
1027,مصاريف منظار قولون لدكتور شريف عبدالعزيز,obj,0,Medical_conslut,0.0,0.0,0.0
1028,دكتور جراحه دكتور مناظير جهاز هضمي,obj,0,0.003257328990228013,service_support,0.0,0.0
1029,عندي القولون عصبي اعمل,obj,0,Medical_conslut,0.0,0.0,0.0
1030,نفس السؤال عندي القولون العصبي الحل,obj,0,Medical_conslut,0.0,0.0,0.0
1031,عندي زمن وعايز علاج,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1032,طفل عنده عسر هضم اعمل,obj,0,Medical_conslut,0.0,0.0,0.0
1033,عندي القولون طول انتفاخ وغازات والم فم المعدة,obj,0,Medical_conslut,0.0,0.0,0.0
1034,عندي حموضه باستمرار اه الحل,obj,0,Medical_conslut,0.0,0.0,0.0
1035,عندي ارتجاع المريئ والام بالمعده,obj,0,Medical_conslut,0.0,0.0,0.0
1036,عوز اعرف مكان العياده,obj,0,0.0,0.0,0.0,place_inquiry
1037,عندي التعاب المعده,obj,0,Medical_conslut,0.0,0.0,0.0
1038,عندي القولون العصبي وانتفاخ دائم وغازات وقلة افراز الفضلات,obj,0,Medical_conslut,0.0,0.0,0.0
1039,عندي فتق اربي وعاوز اعمل العمليه بالمنظار ببنج نصفي بكام وهل انتم مشتركين شركه عنايه مصر,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,place_inquiry
1040,عندي القولون العصبي وانتفاخ دائم وامساك دائم والم البطن ارجو الافاده,obj,0,Medical_conslut,0.0,0.0,0.0
1041,ارتجاع المرئ وحرقان دايما,obj,0,Medical_conslut,0.0,0.0,0.0
1042,دكتور قولون عصبي ومعدتي وجعاني وعندي دهون الكبد وعلي طول باخد نفسي بلعافيه وقلبي بيكون واجعني وعندي دوخه ودماغي ما مظبطه وروحت لدكاتره جدا وكلو بيقولي نفسيا اعمل,obj,0,Medical_conslut,0.0,0.0,0.0
1043,دكتور لوسمحت عندي الجرثومة الحلزونية بقالي سنين بتروح وترجع وعندي التهابات المعده والاثني عشر والقولون عندي عصبي واخدت علاج ولسه بردوا تعبانه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1044,عندي جرثومه المعده وعندي الام بالمعده وانتفاخات شديده بالقولون ومغص الاكل والم الجنب الايمن تحت الضلع اليمين وعملت سونار مفيش وعملت تحاليل عالين والمغص مستمر ارجو الرد وشكرا,obj,0,Medical_conslut,0.0,0.0,0.0
1045,البداية عندي جرثومة المعده حوالي شهور وخدت كورس يوم وبعدين روحت كشفت قالي القولون والتهاب المعده ولحد دلوقتي مفيش تحسن المعده ما روحت لدكاترا وعندي حرقان البورز ومع الاكل شطه الرجاء الرد,obj,0,Medical_conslut,0.0,0.0,0.0
1046,عندي القولون العصبي وانفتاح واسهال وانتفاخ الجنب الشمال تحت الصدر ما بكل بحس بدونه ارجو الافادة وعلاج امشي وعندي دهون الكبد,obj,0,Medical_conslut,0.0,0.0,0.0
1047,تعبان بقالي شهور بتعالج التهابات المعده ومفيش نتيجه وعملت جميع الاشاعات والتحاليل مفيش معدتي تعباني اوي والم جامد واوقات بيجيلي حرقان جامد وحرقان صدري وضيقه نفس جامده وباخد نفسي بوجع بطني ومفيش دكتور عارف سبب ضيقه النفس اصوات غريبه بتحصل بطني والجمب الشمال بتنفس واصوات عاليه اوي واوقات بحس تشنجات بطني ارجو الافاده بليز تعبت بجد وما سبت دكتور روحتله باطني صدر,obj,0,Medical_conslut,0.0,0.0,0.0
1048,عندي ارتجاع المرئ وقرحه الاثني عشر بتنزف الشرج والتهابات مزمنه القولون ارجو الافاده وعاوزه العنوان,obj,0,Medical_conslut,0.0,0.0,place_inquiry
1049,مكان العياده,obj,0,0.0,0.0,0.0,place_inquiry
1050,وجود امساك,obj,0,Medical_conslut,0.0,0.0,0.0
1051,تعاقد مصر للتامين,obj,0,0.0,service_support,0.0,place_inquiry
1052,عندي القولون,obj,0,Medical_conslut,0.0,0.0,0.0
1053,والغدة الدرقية,obj,0,0.003289473684210526,0.0,0.0,0.0
1054,العنوان اذن حضرتكم,obj,0,0.0,0.0,0.0,place_inquiry
1055,سوال الخاص,obj,0,0.0,0.0,0.0,0.0
1056,انتظار الرد,obj,0,0.0,0.0,0.0,0.0
1057,افضل علاج للقولون التقرحي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1058,عندي جرثومه المعده وارتجاع مرييء واخت علاج الجرثومه وبرضو لسه برجع دم والدكتور قالي لازم منظار وللعلم عندي ضغط وسكر السن,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1059,عندي القولون منتفخ طول,obj,0,Medical_conslut,0.0,0.0,0.0
1060,عني امساك جامد سرعه ضربت القلب صطاع,obj,0,Medical_conslut,0.0,0.0,0.0
1061,قولون عصبي امساك ومبعرفش اقعد الموصلات بحس بتعب شديد عملت اشعة دكتور قالي قولون,obj,0,Medical_conslut,0.0,0.0,0.0
1062,عندي ارتجاع المرء والقولون العصبي وغزات ارجو الافادة,obj,0,Medical_conslut,0.0,0.0,0.0
1063,عندي التهاب المعده وعندي ارتجاع المرئ الحل,obj,0,Medical_conslut,0.0,0.0,0.0
1064,عندي ناصور المستقيم والمثانه والبول براز وغازات مجري البول وخايف اعمل عمليه مشاكل القلب وادويه السيوله بخدها دردو عليا يباركلك,obj,0,Medical_conslut,0.0,0.0,0.0
1065,سمحتو ابني عنده زوائد القولون والزوايد لازقه جدار القولون استئصال الزوائد متاحه حضرتك والتكلفة كام,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1066,تكلفت عمليه الفتق السري وشيل دهون البطن كام,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1067,ابني عمل است ءصال قولون وتحويل داءم جدار البطن العضلة لا تعمل يوجد جديد عندكم,obj,0,Medical_conslut,service_support,0.0,0.0
1068,عملت منظار القولون والنتيجة سم بايظين القولون وفي دم البراز وامساك وباخد علاج كولوسالازين وسولبيرد ومفيش نتيجه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1069,كشفت دكتور علاج شكل وتعبت العلاج بنهار باعمل حمام براز كزه مره وبليل نغزه بطني تيجي وتروح تقصلات ومع غزات وما عارف عندي وسعات رغوه البراز,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1070,عندي فتق مم الحجاب الحاجز والتهابات شديدة المعدة وارتجاع المرئ وجرثومة المعدة العلاج,obj,0,Medical_conslut,0.0,0.0,0.0
1071,دكتور بنتي عندها امساك شديد وعملت اشعه القولون ويجد ضيق بالتنفس العلاج ومعايا الاشعه ابعتها لحضرتك,obj,0,Medical_conslut,0.0,0.0,0.0
1072,عندي ورم المستقيم وعملت عملية استئصال حوالي شهر وتم تحويل مسار مؤقت وبدات اخد جرعات كيماوي بجانب البرشام والاتنين تعبيني خالص المفروض صح لا وبالنسبة لعودة المسار مرة اخري عاوز اعملها عندكم تكلف كام وهتكون منظار لا,obj,0,Medical_conslut,0.009433962264150943,PriceBooking_inquiry,0.0
1073,لوسمحت عندي جرثومه المعده والحمد لله شفيت مغص بسيط كركبه وطنين ماهو العلاج لوسمحت واسهال البراز انتفاخ,obj,0,Medical_conslut,0.0,0.0,0.0
1074,عندي جرثومة المعدة واتعالجت الانفتاح وارتجاع المري ونغذه الصدر لسه معايا ارجو الافادة,obj,0,Medical_conslut,0.0,0.0,0.0
1075,عملت ازاله زوائد لحميه وحاليا امساك وبستخدم ملينات دوفالاك وجاست ريج مشاكل ازاله اللحميه الامر طبيعي العلاج دكتور وازاله اللحميه يسبب مشاكل وباخد علاج اوتوماش اخد وبرك فيكم يكرمك ويزيدك فضله,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1076,عندي جرثومه المعده وعندي القولون وارتجاع المرئ لا فائدة لوسمحت ما دكتور علاج جايب معي نتيجه عندي القولون,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1077,الفتق الاربي للرجال لابد عملية جراحية وما تكلفتها,obj,0,0.0032258064516129032,0.0,PriceBooking_inquiry,0.0
1078,عندي اتهاباب القولون وبخود علاج عملت تحليل براز وطلع الحلزوني والدكتور,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1079,عنيدي الم دائم اعلي المعده بعدالاكل وما بستريح الالما ارجع بطني وحموضه دائمه وعملت منظارمن سنتين ومفهوش,obj,0,Medical_conslut,0.0,0.0,0.0
1080,لوسمحت عندي جرثومة المعدة وقولون عصبي وبيحصلي تعرق الجسم وضيق التنفس وعدام الاتزان القولون,obj,0,Medical_conslut,0.0,0.0,0.0
1081,القولون بيقعد يزغوري عندي باستمرار ويعمل صوت عالي وشويه يعمل اسهال لواكلت حار ونافخ بطني,obj,0,Medical_conslut,0.0,0.0,0.0
1082,علاج للنثور الجراحة,obj,0,0.003278688524590164,0.0,PriceBooking_inquiry,0.0
1083,عندي ارتجاع القولون وبخد علاج بقلي ارجو الرد,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1084,يوجد حل جراحي لضعف العضله اسفل المري,obj,0,0.003236245954692557,0.0,0.0,0.0
1085,القولون تعبني والمعده ومفيش نفس للاكل وفي ميل للقي,obj,0,Medical_conslut,0.0,0.0,0.0
1086,تخصص الدكتور شريف وجود ناصور القولون,obj,0,Medical_conslut,0.0,0.0,0.0
1087,عندي الم المنطقة السفله البطن اليسار مشترك الالم برضو الشرج والمستقيم والام الورك,obj,0,Medical_conslut,0.0,0.0,0.0
1088,العلاج للقولون العصبي,obj,0,Medical_conslut,0.0,0.0,0.0
1089,عندي التهاب الاثني عشر ويقولون عصبي وجرثومه وعملت منظار,obj,0,Medical_conslut,0.0,0.0,0.0
1090,لدي الم شديد الجزء العلوي البطن,obj,0,Medical_conslut,0.0,0.0,0.0
1091,عندي حموضه جامده نار,obj,0,Medical_conslut,0.0,0.0,0.0
1092,عندي قولون انتفاخ البطن بتعمل اصوت,obj,0,Medical_conslut,0.0,0.0,0.0
1093,رقم التلفون لمعرفة التفاصيل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1094,متي بيكون الدكتور الخبير موجود مستشفي المعادي القاهرة,obj,0,0.0032258064516129032,0.0,0.0,place_inquiry
1095,التفاصيل سعر الكشف ونا عامل عمليه ركبتي ونص لسه الم عمليه غضروف هلالي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1096,فين المكان حضرتك عندي مشاكل الظهر,obj,0,Medical_conslut,0.0,0.0,place_inquiry
1097,عندي مشكلة وجع ركبتي اليمين وما قادر امشي رجلي والالم عمال يزيد يفدني,obj,0,Medical_conslut,0.0,0.0,0.0
1098,الكشف الطبي عامل كام اشعة الرنين عندي الم الركبه ناحية الداخل ناتجه اصابه ضربه الركبه تقريبا وخدت علاج وبقت كويسه تعود الاصابه احيانا ضغط العمل انصحني العلم بمشي كويس الاصابه تعود فتره الم,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1099,عمليات لا كشف الركبة عندي خشونة بالركبة,obj,0,Medical_conslut,0.0,0.0,0.0
1100,برجاء تحديد موعد للحجز خلال فترة الخبير الساعة ظهرا اسم الحالة هبة اللة سليمان بركات الشكر,obj,0,0.0031446540880503146,0.0,PriceBooking_inquiry,0.0
1101,احجز يوم يناسب الدكتور وشكرا,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1102,اناعندي رباط صليبي وعدد غضروف ارجوا الجديه وهل متعاقدين فتح لا والتكلفه كام بالظبط,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
1103,محي,obj,0,0.0,0.0,0.0,0.0
1104,عندي مشكلة مفصل الشمال الفخذ التهاب وخشونة تخصص الخبير تخصص ركبة تمام مواعيد وطريقة الحجز سعر الكشف اذا سمحتم وجزاكم الجزاء,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1105,مفيش للعمود الفقري,obj,0,0.003278688524590164,0.0,0.0,0.0
1106,اتواصل ازاي معكم مهتم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1107,تفاصيل اكثر خشونة الركبه والحوض,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1108,افضل علاج لضعف العظام الناتجة اورام الثدي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1109,عندي ضيق القناة العصبية ومحتاج مسميار وشريح عوز اعرف تكلفه العمليه برجاء الرد,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1110,الكشف فين وبكام والموعيد واليوم امتي الرجو والهتمام المرض لانهم تعبنين عنده هشاشه تعبان وما ناقص عدم الاهتمام,obj,0,Medical_conslut,0.0,0.0,0.014925373134328358
1111,تفاصيل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1112,بتم التواصل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1113,الميعادامتي وهل توجد جراحه مناظير عمود فقري,obj,0,0.003236245954692557,service_support,0.0,0.0
1114,برجاء كافة التفاصيل وطريقة وقيمة الحجز,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1115,يوجد عندكم شغل ريسبشن,obj,0,0.0,service_support,0.0,0.0
1116,علاج هشاشة العظام تحليل فيتامين,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1117,يتواجد الدكتور القاهرة وما التفاصيل بالكامل للحجز,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1118,خشونة متقدمة مفصل الحوض والركبتين يسبب يوميا الما شديدا والتهاب شديد الاعصاب كامل التفاصيل وشكرا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1119,يوجد علاج لخشونه الركبة المتقدمة وممكن اعارف التكلفة كام,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1120,اذنك عندي الفقره الثانيه والثالثه رقبين زنقين النخاع والحبل الشوكي ومفيش حركه خالص احساس الحل اذنك,obj,0,Medical_conslut,0.0,0.0,0.0
1121,لوسمحت ماما عندها السكر ومفصل الحوض تكسر,obj,0,Medical_conslut,0.0,0.0,0.0
1122,يوجد علاج لتاكل مفصل الفخد لمريض سكر,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1123,خشونه الدرجه المتقدمه وتغير مفصل حل علاج,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1124,عندي خشونه ومطلوب مني عملية تغير مفصل الر كبتين رافضه العملية يوجد علاج بديل وممكن اعرف المطلوب والتكلفة كام علشان عايز ه احجز وشكرا جزاكم خيرا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1125,يوجد خشونه الركبة علاج لمدة التكلفة كام تقريبا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1126,وقعت قوي ركبتي ودلوقتي الم شديد المشي وعند النوم,obj,0,Medical_conslut,0.0,0.0,0.0
1127,عندي خشونة ملهاش علاج ينفع تتعالج,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1128,خشونه مفصل الحوض وفي كسر قديم علاج تغير مفصل,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1129,عامل عملية رفع شريحه ومسامير شهرين عايز اعرف ابدا المشي امتي واخد علاج اية علشان ثقوب المسامير تقفل بسرعة وشكرا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1130,حل لمشكلة الفلات فوت طفل عنده,obj,0,0.003246753246753247,0.0,0.0,0.0
1131,جزاك الجزاء المعلومات المفيدة بسه عايزين نعرف علاج الركبه عندي رماتيزم والمفاصل عايزه تتغير علاج وبلاش عمليه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1132,مفيش زيارة قريب,obj,0,0.0,0.0,0.0,0.0
1133,نرجوا تفاصيل الحجز وقيمة الكشف ومواعيد عمله اليومي حضوره الميعاد السابق الذكر طرفكم يجوز الحجز بالتليفون وارقام الحجز امكن ليستفيد مرضانا بذلك,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1134,تفاصيل الاسعار والحجزالعنوان بالظبط,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1135,عملت اشاعه رنين الركبه وقالي الدكتور تهتك الغضروف الهلالي الشغل الكتير البيت اعمل رياضه الجم وتقويه غلط,obj,0,Medical_conslut,0.0,0.0,0.0
1136,التفاصيل لوسمحتم سعر الكشف مواعيد العنوان وهل تبع يئات لا مصلحه حكوميه,obj,0,0.0,service_support,PriceBooking_inquiry,place_inquiry
1137,غدروف الركبه علاج عمليه,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1138,عندي خشونه الركبتين ولفيت دكتره كبار والعلاج مفيش نتيجه علاج بدون عمليه تغير المفصل الكشف كام والحجز امتي مواعيد الكشف ومكان مستشفي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1139,عايزه نفاصيل فضلك العنوان وطريقه احجز,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1140,عندي خشونة شديدة رغم حقن بلازما وخلافه ادي لتقوس الساقين وحاليا معاش الحجز تكلفة مشاركة التامين اسكندريه,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,place_inquiry
1141,التفاصيل العنوان بالظبط والاسعار الخاصه بمرض الركبه,obj,0,0.003236245954692557,0.0,PriceBooking_inquiry,place_inquiry
1142,اعرف الحجز طريف الفون متاح ولي لا والحجز بكام ارجو الرد,obj,0,0.003194888178913738,service_support,PriceBooking_inquiry,0.0
1143,اسال جراحات الغضروف القرصي,obj,0,0.0032679738562091504,0.0,0.0,0.0
1144,عايز احجز لوالدتي مفاصلها وجعاها بكام الحجز وانتو متعاقدين شركة اسكندرية للبترول لا,obj,0,0.0031746031746031746,service_support,PriceBooking_inquiry,place_inquiry
1145,ساعات بحس وجع بسيط الركبه وعندي دوالي مدفونه اعمل,obj,0,Medical_conslut,0.0,0.0,0.0
1146,ينفع المتعاقدين طريق شركات وكيفية الحجز ينفع,obj,0,0.0,service_support,PriceBooking_inquiry,0.0
1147,سعر الكشف وطريقة الحجز مواعيد المتاحه وهل الحجز بكارنيه وكمان سؤال اخير عندي مشكله التهاب وخشونة مفصل الحوض الدكتور ح يفيدني تخصص ركبه وتنصحوني بمين وشكرا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1148,فضلكم تفاصيل اكثر سعر الكشف ومواعيد الحجز وتاريخ اخر تواجد للدكتور,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1149,الحجز ببكام واقرب وقت,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1150,يرجي ارسال تفصيل للدكتور محي الشاذلي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1151,اريد الحجز الاستاذ الدكتور ابراهيم خيرالله الاستاذ المتفرغ بكلية الزراعة جامعة الاسكندرية,obj,0,0.003194888178913738,0.0,PriceBooking_inquiry,place_inquiry
1152,كشف بعاني الم الركبه والم اسفل الظهر مواعيد سعر الكشف,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
1153,التفاصيل عايزه احجز لوالدتي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1154,عندي الم شديد الركبه ومفصل ايدي والم فقرات الرقبه والم العظام كله,obj,0,Medical_conslut,0.0,0.0,0.0
1155,احجز للمدام تامين جلوب ميدي المصريه للاتصالات,obj,0,0.0,service_support,PriceBooking_inquiry,0.0
1156,اشترك الكشف مستشار منير مسعود,obj,0,0.0,0.0,0.0,0.0
1157,تفاصيل لحجز دكتور محي الشاذلي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1158,نكشف واحنا تبع الاهلي للخدمات الطبية بدون ما ندفع,obj,0,0.003215434083601286,service_support,0.0,0.0
1159,نعرف الحجز زاي والاسعا ر مواعيد,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1160,اعرف وقت يتم الحجز ومبلغ الحجز,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1161,تكرمتم الدكتور يعالج غضروف الضهر الركبه,obj,0,Medical_conslut,0.0,0.0,0.0
1162,احجز فرع اسكندرية سموحة الاسم عبد الغني عبد الجواد القرم ت,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1163,العنوان بتفصيل رقم تلفون لتفصيل,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1164,عاوز احجز وهل الدكتور متواجد الاسكندريه,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1165,عاوز اعرف ازاي احجز للدكتور محي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1166,عايزه اعرف التفاصيل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
1167,عنوان مستشفي بالتفصيل,obj,0,0.003278688524590164,0.0,0.0,place_inquiry
1168,رجا ء معرفة طريقة الحجز العنوان والسعر,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
1169,الحجز ازاي الدكتور نفسه ما مساعد,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
