tweet,class
' @TuQaMahmOuD اعملي البلوك للكاندي كراش نفسها وماتضايقيش نفسك ',neu
' @GrimiLamia يارب يا استاذه لمياء شاهين ياخد اللقب انتى مش مصريه صح بس اهلا بحضرتك فى مصر ',pos
' ريتك معايا تطوفي  وسط البشر والزحام  وتشوفي حيرتي وخوفي  عليكي من دي الالآم ',neg
' #الوطن   زعزوع: #مصر اتخذت إجراءات جديدة لتسهيل منح تأشيرات دخول السياح العرب http://t.co/prq2MQMXT0 ',neu
"' ""#الوطن   \""""فرانس برس\"""": العنف يسود الشرق الأوسط ويطغى على احتفالات عيد الميلاد http://t.co/GlIS5e4uG2 '",neu
' #الوطن    استمرار إضراب الأطباء العاميون في فرنسا لليوم الثاني على التوالي http://t.co/xq57Fu2Tp9 ',neu
' صبرك عن محارم الله أيسر من صبرك على عذاب الله  صبري على نفسي ولا صبر الناس عليّ  طول البال يهدم الجبال  عش رجبا ترى عجبا ',neu
' قولنها زمان وفى اى مكان نادي الملوك ووراة فرسان اسمة يتشاف غيرو يخاف يقف قصادو فى اى مكان الزنالك هو الملك ',pos
' ﻻننى أنثى .. أجزم ان ابناء ادم لن يفهموا قلوبنا حتى لة امضواء الف سنه .. ',neg
"' ""بحاول مفكرش بحاول مصدقش بحاول اهرب م اللي حصل بحاول ابطل اتعلق بحد بحاول انسي بحاول اعيش.. #دي_محاولاتي_في_اخر3شهور في 2014 -معظمها فشلت :\"""") '",neg
' عندما يعاقبك من تحب على أقل تقصير ..فتأكد أنه يكتب نهايته بداخلك بحبر من وجع ..... http://t.co/RVwUAdTlhZ ',neg
' حتى وان كثرت الاحلام يبقى حلم واحده معلق دائما بالبال ونتمنى لو يحقق ^^ ',pos
' @newrash2d غادة للنفاق عنوان اكتر واحدة اتكلمت على زمايلها متركتش حد محشتش فيه وشوفوا مين يتكلم عالمصلحة ههعععع ',neg
' خاليه انا من الحب فلاتخدعكم كتاباتى احببت شخص وفقدته واكتفيـــــــــــــــــــــت ... ',neg
' ايه البرد ده... http://t.co/CHR9BOPPsU ',neg
' @safi_2000 @SaharMShawky صباحكما ورد و سعد ',pos
' @menna33322 @lolymorsy صبحكم الله بكل رضا وثبات من عنده ',pos
' @Tmtmowassel الحمد لله عندنا ترام ',pos
' صباحكم مسكر ',pos
' @nohadiaa تصدقي صح .. أصل الجنس ده منيل وما يتعاشرش ',neg
' ضحك البنات حكايات و ضحكك حكايه لوحديها .. ',pos
' مجتمعات مقرفه وغبيه.. ابو بكر الرازي كان بيطعن ف منطقيه فكره النبوه نفسها ومتعدمش وكتاباته عايشه الى اليوم ',neg
' #حكمة_ميكروباص يا مصر لو نيلك كله صلصه مش هتكفي الكوسه اللي فيكي ',neg
' @z_noha ايه الحاجات الحلوه اللى عصبح دى ',pos
' منمتش تقريبا غير 5 ساعات :( ',neg
' لم يعد بداخلنا غير الم الصمت .. ',neg
' بنات جدعان فوق العادي . ',pos
' #الوطن  47 طن منتجات غذائية «منتهية الصلاحية» بمصنع فى 6 أكتوبر http://t.co/ul7lRfcraw ',neu
' @nabilelhalfawy دائما ما تشهد مباريات وسط الجدول العديد من المفأجات ',neu
' @marsusen ازيك ',neu
' بتضحك وعينيها كلها دمووووع نعم يا سادة انا اعشق شيرين يحيى #ShereenYehia  #مكملين_مع_شيرين #StaracArabia http://t.co/eaH22de8Gf ',pos
"' ""\""""@4723Nr: من أجل علاقه تدوم عاتبني على أشياء تزعجك ولا تدعها تكبر في قلبك أبدا\"""" '",pos
' @mariam_kas1 انا عارف وملوش علاقة الاعتذار برنا او حد تانى بس التويته دى مش حلوة يعنى ايه اعتذرت عشان الفانز ',neg
' الوسيم ! http://t.co/toIN3wO49q ',pos
' اتمني من 2015انها تكون من غير موت حد بحبوا ',pos
' @M7amad_Hesham @BeRrAwY شكرا ',pos
' الاهتمام و التقدير مفتاح اى حد ',pos
' مش عايز حد يثق فيا ومش عايز حد يصدقنى من غير ماحلفلوا اصل احنا مجتمغ ابن وسخة نضف ',neg
' وناس تقولك هفضل معاك وفجأه متلاقيش !! ',neg
' هحاول اتعامل مع اي زفت بيحصل ف حياتي ب اقل الخساير #النفسيه ',neg
' لَمْلِمْ جْراحك عا الهَدَا إنت مش... أول حدا قبل ما يوصَل.... فَل ',neg
' @VodafoneQatar @Bosaa3d_ ب..إخي.بعد.السلام.ورحمه.الله.وبركاته.لا.يوحد.معي.رقم.تليفون.قطري..ارحو.الاهتمام.بموصوعي.وحراكم.الله.خيرا ',neu
' لـسه #بـتـحبـها لا عادى !! طــب داري دمـوعـك الاول وبعـديـن #اكـدب بـرحـتـك ',neg
' @NinaTrSor @mmh0018 @ هتبقى مش مقنعه خالص لو عمر ابوه كانت اول حاجة فكرت فيها لما طليقها خطفه انها تروح لعمر و تحكيله ',neg
' - طب و الناس ؟  - ناس مين .. انا هقابل ربنا لوحدي ! ',neu
"' """"""\"""" ابقي اعرف #قيمتك عندهم الاول ، قبل ما تقولهم عشان #خاطري \"""""""""""" '",neg
' @mhalshaikh امين . لكن الصوره واضح فيها فبركة . تنبيه ',neg
' محدش يحضننى طيب يا جماعة ؟ ',pos
' @samirasaleh157 @AmalMassoud62 @Habyyyba لا اله الا الله الا بذكر الله تطمئن القلوب ',pos
' في تفاهه بنت كلب ',neg
' حكمتين احفظها في هذه الحياه 1) و انت في قمة الغضب . . لآ تَتخِذ قرار 2) وَ انتْ فِي قِمّة السعَادة. . لآ تَعطِي وعُد ',neu
"' """"""الواحد جاب اخره ،احيه بجد"""""""" '",neg
' @samirasaleh157 @Negm_Story عندك حق لكن معلش الغباء والتخلف لما بينكشف مالهوش حل ',neg
' كنت هموت امبارح واعرف كل شويه بيوشوشوا بعض يقولوا ايه يلا منك لله يا كنترول #StaracArabia #DoaaElSebaii http://t.co/JyuhWgOjOE ',neg
' @EyeonAlAhly التشكيل الخاطئ من جاريدو وإفتقاد اللاعبين للروح ',neg
"' ""\""""كن\"""" شاكًر؛؛؛؛؛ أنً ضايقت لاًبدأنً تفرجً وإنً تعسرتً لابدًأنً تيتسرًوإنً استصعبتً لابًد أنً تتسهًل وهذاًوعدًربيً وبشًر الصابرينً '",pos
' أنا هأجل المادة ',neu
' @Sportypress @YouTube أقصد شغل الموقع عاماً ',neu
' مـحتاج لعنـيك يا ليـل❤. ',pos
' مشوفتش لاعب نشط ع تويتر زي Ferdinand. ',pos
' اللهم   اجعل  العام  الجديد   خيرا  على  المصريين  ورخاء  وحبا  ووفاقا  وعلمنا  ان  نخاف  منك  ونتنقيك  ونعتمد  عليك  يارب  كل  المصريين ',pos
' يا الف حسرة على اللى شفتهم جدعان ',neg
' شمس في 25-12  اية النفخ دا http://t.co/KbXW1R2sMl ',neg
' عبا جيوبه بالافراح وطاح ف الحزن بالضحكه  وجلجل صوته قال يا جراح اديني قافلك السكه ',pos
"' """"""اللهُم أغْسل قلوبنا من أوجاعها ؛ وأرزقُنا من فيض كرمك سعادةً لا تنْقطع ، وأشرح صدورنا بقرُبك وحقَّق أمآلنا وأحلامنا"""""""" '",pos
' صلوا على جابر خواطر المساكين .. صلى الله عليه وسلم ',pos
' @Suhmatiya ربنا يخليكم لبعض :D ',pos
' @SeRnGaA وربنا دعيت بضمير ده انا كنت مصلي الفجر :( ',pos
' @basemrizk1 @ZSCOfficial دى اتفشخت :D ',neg
' خسرنا جولة من الجولات مش ١١ سنه ياخولات ',neg
' حاسة كأن ابنى فى امتحان ثانوية عامة ! ',neg
' @ranasamaha9t Team فى انت حر مع مدحت العدل حنكون فى انتظارك ياملكة اطربينا بااجمل اىعانى بصوتك العذب والاحساس الرائع والطرب الاصيل ',pos
' #ImagineDragons يخربيت جمال ابوكم :D ',pos
' حبيت تعالى دا لو غالى عليك تعالى بقكر فيك تعالى دايما مشغول و بيك على طول ',pos
' سبحان الله خلاث قربت عالبيطاش و فى ناس بتتعذب يا عينى و تاخدلها ساعتين فالمواصلات و تتأخر على مواعيدها ',neg
' الله يوم جميل ',pos
' النفس أماره بالسوء ',neu
"' """"""@atarek680 يعنى انا معرفتش انت هتبقى عارف مثلا /0\"""""""""""" '",neg
' مفيش حاجه هتيجيلك وانت متعبتش عشانها ',neu
' لو كان للكلام عطراً ؛ لكانت الصلاة على النبي أجمل العطور  ﴿اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ﴾  صلو عليه وسلمو تسليما ❤️ ',pos
' @KenzaMinaLovers تصويت مينااااا !!!! الله يسامحهم دلوقت عرفوا مينا بس هقول ربنا كبير اخدوا حلمه وحلمنا بالفاينل #StaracArabia  مينا عطا ',neg
' اتعرفنا علي17طالب بس الهينجحو بعد البرنامج 4 بس وواثقه من كلامي كنزه ومينا وليث وابتسام #LaithAbuJoda #KenzaMorsli #Ibtissamtiskat #MinaAtta ',neu
' الصحبة في الطريق :)  #Alex #Rest #OnTheGo #Sky #View #Winter #Traveling #Sunset @ 17.04 #Egypt… http://t.co/A8fG3ZIJNv ',pos
"' """"""@atarek680 خشمى انت فلاح يااه /0\"""""""""""" '",neg
' @mohamed98077814 دعاء صعب .. ممكن تعمل اغاني بس مش هتتشهر زي الاربعه دول ',neg
' وإنتي يا حبيبتي .. إنتي كل الحياة &lt;3 ',pos
' @magde_mems عند كريم .. تعالى انا لسه صاحى ',neu
' اسعار البترول قلت يعني المشتقات البترولية شعرها بقي اقل بس ملناش دعوي الاسعار زي ماهي بس لو غلت بيبقي كله ع المواطن ',neg
' @IbrahimsaidAdam  يا كابتن ابراهيم كل اللي بيقولك بنحبك ومعرفش ايه دا عايز ريتويت مش اكتر :D ',neg
' عاجبني الساكس فون والبيانو بس ! ',pos
' لن اكتب فيكِ اليوم شعراَ و لا نثراَ ..؟؟ سأكتفي بأن أضع قلبي على الورق http://t.co/RKSgDDARzd ',pos
' @RehamRiyadGhazy  إنتي اللي كاتبة التقرير اللي عن عم صبحي ؟!؟ ',neu
' @fc831e50d3bd44b تفالوووو خيرررررر للقب لابن مصر باذن الله222 ',pos
' لا تُـعطي قلبك لمن لا قلبَ له لأنهُ حتماً سَـيَخذِلُك  ولا تُعطي حروفكَ لمن لا يقرأ. لأنهُ بلا شكّْ سَيُسيءُ فَهمكْ . http://t.co/bUYA5gorYW ',neu
' مبحبش حد يقرب لحد بحبه ',neg
' حتى الشباب يسرقوا في صور بعضهم ',neg
' #صاحب_تويتر_بيوزع_فولورز_نهاية_السنة  عام لذيذ ع الجميع... ',pos
' @i3abmo3ty كنت نايم معلش ',neu
' #MinaAtta #ShereenYehia #LaithAbuJoda #MohammadChahine #DoaaElSebaii مفيش وقت ياريت تصوتوا لمحمد على رقم 2 http://t.co/qsb3iQPr53 ',neu
' ال block ده اختراع فوق الرائع و الله :D ',pos
' @emad7143 الحمد لله ^^ مستنية الامتحانات تيجى عشان الاجازة بقى :D ',pos
' العععععب يا زملكاااااااااااااااوى #عنتصدر_انهاردة_فلا_تكلمنى  #الزمالك ',pos
' كل واحد ادره بالكارثه اللى ف حياااته وانا ف كواااارث .هى ادره بتتكتب كده ؟؟؟؟ عااااااا :( ',neg
' احيييييه بقى ع الحكم و الماتش ',neg
' الحكم مهزوز ',neg
' @lsref_samera الحمدلله على الصحه والعافيه الله يديمها علينا ☝️ ',pos
' كان فى اسئله جواىا لا ليها جواا  ولا رد ',neg
' @Habyyyba @asdel3 @____yasser____ @jejelovesf1 @AmanyAlhady  بسم الله الرحمن الرحيم توكلنا على الله هشتاج  #ازاي_نساعدك_يا_مصر ',pos
"' """"""@BatoolKhaled اه طبعاً، يلا بقي من هنا بدل ما اغلط"""""""" '",neg
' مينا عطا  #مينا_فخر_العرب 9 ',pos
' هو جعفر ماله رشيق كده ليه ',pos
' لا تَحْقَرَنَّ صَغِيْرًا فِي مُخَاصَمَةٍ .. إِنَّ البَعُوْضَةَ تُدْمِيْ مُقْلَةَ الأَسَدِ #المتنبي ',neu
' عمالة اعید فیه سمعته بتاع خمستاشرمرة :D #pt ',pos
' وازي ابراهيم السكري وازي شوقي العنبري.. وريحة عرقه زي النيلة!! ',neg
' عذرا نويتن ف رنا سماحة سر الجاذبية #رنا_سماحة_في_إنت_حر ',pos
' هنفضل نحيك طول عمرنا عشان انتي انسانة قبل متكوني فنانة يا رنا سماحة #رنا_سماحة_في_إنت_حر ',pos
' وبشهدلك قصاد الناس ',pos
' @Adel_fawzy جون كوستاريكا ده اتشقلب قدامنا ',pos
' @hoss_78_2007 مليش مزاج ',neg
' #ماسبق من أسئلة مفيد فوزي العميقة ليسرا #حدث_حالاً #شلل #الحقوني ',neg
"' """"""@midoahm حكم ابن وسخه ، هيودينا ف دهيه"""""""" '",neg
' #المصدر  حصاد قطاع المشروعات الصغيرة والمتوسطة خلال العام الجارى  لقراءة التفاصيل عبر الرابط :http://t.co/LWijriQ95j http://t.co/1rVNE4AeMb ',neu
' رمز للفن الراقي ولديها قبول واحساس وصوت روعة #رنا_سماحة_في_إنت_حر ',pos
' الحكم أهلاوى؟ معقولة؟ ',neg
' جولين يا ولاد الوثخه حكام معرصين صحيح ',neg
' العيال ام تكبر بتتملي مساخه ',neg
"' ""\""""@u121353327: @afa1387 @elahlam9 @mhm27m @l_altoaimi @bosyzezo1 مشكوره ام عبدالله\"""" '",pos
' قبل ماتتكلم على الجول بولى الانذارين فيهم ايه ؟؟ ',neg
' @photoyoum7 احلى ايام ',pos
' قولوا الكلمة بسرعة في السر اهو تبقي اتقالت و خلاص ',neu
' #AhmedGamal_On_CBC احمد جمال فى معكم منى الشاذلي http://t.co/mvRREW3ePI ',neu
' ما هو العشري تربية جوزية بقي  #يلا_دوري ',pos
"' ""@whiskeysays @midoahm يابن اللعيبة يا جوووووووووووووووو :\""""D '",pos
' انا متفرجتش ع كيرمت وماتفرجتش ع ولا حلقه من هاو اي ميت يور ماذر اللي وخداه من يحيى من 3 اسابيع وماتفرجتش ع سويني تود انا بائسه فشخ حرفيا! ',neg
' هو الزمالك خسر كام ؟!!! ',neu
' @dodokemo98 حبك ياسطي وربنا :* ',pos
' رنا سماحة ياقلبنا ما تغبيش عننا لانك سرقتى قلوبنا كلنا #رنا_سماحة_في_إنت_حر ',pos
' @midoahm  مش سامع صوووت يعنى ',neg
' @KAFTA78 منت قد الوسط الرياضي روح استقيل ',neg
' @BossyMohamed_ انتى كمان والله يابسبوسه ',pos
"' ""\""""@3olma2: رفيق السوء مثل البعوض لا تحسّ به إلا بعد اللّسع.  .  مصطفى المنفلوطي\"""" '",neg
"' """"""الان يبدو انك حقا نسيتني الم تعد تهتم لامرى ،، ما كان عليا ان احبك كثيرا !"""""""" '",neg
' دي بتتعافى خالص ',pos
"' "": أُمّاهُ لو أني نزعتُ الجِلْدَ من*وجهي لِتَنْتَعِليه فانتَعليهِ لا تحرميني ذلك الشرف الذي*ما زلتُ -منذُ وعَيتُ- أَطمعُ فيهِ- فواز اللعبون\"""" '",pos
' @BoLBoLv اتناك ',neg
' ال متروقين اربعه امبارح ليهم عين يتكلمو بمناسبه ايه عايزه افهم !!! ',neg
' احا يا دوري ',neg
' قال شيخنا ابن_باز إذا صلى الخطيب أثناء خطبة الجمعة على الرسول عليه الصلاة والسلام فليصلِّ المستمع على الرسول ولكن في نفسه لا يرفع بها صوته ',neu
' يا ديني !!!!  ظابط و عملي فولو XD XD ',neg
' أوووووووووووووووف أنا عكيت الدنيا فى بعض :/ ',neg
"' "": عندابن ماجه قالﷺ: ما من جُرعة أعظم أجرا عند الله من جُرعة غيظ كظمها عبد ابتغاء وجه الله مقابلة السيئة  والأسمى كظمها من أجل لله\"""" '",neu
' رنا سماحة عنوان لفن فهى لديها موهبة شاملة #رنا_سماحة_في_إنت_حر ',pos
' يارب طارق العشري يدرب الأهلي ',pos
' @yassminealy  انتى ملكيش عازه . ',neg
' انا قلبي عليييك .. عليك قلبي ',pos
' دوبنى دوب يا هوى ...... https://t.co/6VI6u4PadG ',pos
' انا مش فاهمه حاجه من اللة ببقولوها بس متحمسه ومبسوطه بالاغنيه  #DoaaElSebaii  دعاء السباعي ',pos
' @hossamadel77 وفي الاخر خسرنا بسبب  الحكم واحمد سمير تغطيه الاول وبلنت  التانى وباتشيكو اللى مجمد معروف وحفنى جنبه ',neg
' @mohamedelsabah5 دا فيه ف مخه اهبل ههههههههههه ',neg
"' """"""ملخص الحياه ،((فمن اتبع هداي فلا يضل ولا يشقي ومن اعرض عن ذكري فإن له معيشا ضنكا ))))"""""""" '",neu
' @Ce_Ashraf يعني باسم مزقش لطفي بعد ما الكورة وقعت منه ؟ ',neu
' @Dr_yoka_isa اى خدمه انت بس تؤمرى ^_* ',pos
' كيف السبيل إلى وصالك دلنى ',pos
' ما بقاش غير إبراهيم سعيد كمان . ',neg
' @MidoFeisty اصل صاحب تويتر بيصحى متاخر شويه ',neg
' الــست الــشاطــرة جـــوزهـــا مــــا يــلعــبش فـــــ شــجــرة حــد غــيرها  @ #phelasoif  @ @AblaFahita ',pos
"' """"""المشكلة ليست فيمن يخذلك ، يخونك ، يوجعك ، يسحقك ، المشكلة هي أنك تتمكن من تصديق شخص نال منك مرة لتمنحه فرصة النيل منك أخرى !"""""""" '",neg
' فيها ايه خايف يقول وانا مش هقول كل اللى حاسه انا بيه ',neg
' @amirelghareb @moonyheartt مساء الخير شارك ف هشتاج #ازاي_نساعدك_يا_مصر ',neu
' @nourannnael اتفرجوا علي الماتش الاول واتكلموا مش اي زيطه تكلموا فيها ',neg
' انجزوا بقى يارب محمد يارب #StaracArabia #DoaaElSebaii ',pos
' @m0stafaelhadidy  فعلا انت محق إحساس صعب جدا ومؤلم ',neg
"' ""انجى موتتنى ضحك بجد :\""""D '",pos
' التاج ده بتاعنا النهاردة اوبا بقى  المصريين اهما♥♥♥♥♥ #StaracArabia   #DoaaElSebaii  دعاء السباعي دعاء السباعي ',pos
"' ""\""""@omari1234567892: المصحف كاملاً أحمدالعجمي http://t.co/PsstmHTkn7 @Retwit_islam @islamic_pic @Ald3wah @RTwit_1 @1Rtq8 @abdallh_RT\"""" '",neu
"' ""لميس الحديدي لو كانت عايشه ايام الفرعنه !!!! كانت هتبقى \"""" اله التعريص \"""" ... #لميس_ابليس '",neg
' @lazyboy014 اهبل !!  انتبتلعب في عداد عمرك يا عبهادي  بس انا برده منور  :D ',neg
' @nourannnael طب انتي شايفه اي حاجه غلط حصلت فيه ',neu
"' ""\"""": رغبات قلبي بين يديك يا الله\"""" '",pos
' فكرة اني هصلح العجله و انزل بيها في الاجازه مع صاحبي مسيطره عليا من الصبح  و فرحان كأن العيد بكره الواحد اتهبل والله ',pos
' #MohammadChahine  #MinaAtta  #ShereenYehia  والله خلتونى اعيط واتنطط من الفرحه واصرخ حسيت انكم التلاته اخدتو اللقب الحمدلله هايرجعو باللقب ',pos
' #MohammadChahine عن فرحتى اللى متتوصفش ياناس يارب احمدك يارب مبروووك لشاهين وتحيا مصر بأولادها ',pos
' مبرووووووك لينا يا شاهين وكفايه فرحت كنوز معانا وليث وإسماعيل وعلوش وريتا بجد كلكم تستاهل كل خير ماعادا الحيوانة انفصام والكرومبه اللي معاها ',pos
' يا ابنى انتو وهو زمالك مين وانبى مين  لسه فاضل 24ماتش  الدورى بتاعنا يا خروف منك ليه #اﻻهلى ',neg
' @reemomhamed66 اصيلة ى انشراح☺ ',pos
' مبروك ﻻطيب قلب شفته بحياتي شاهينووووووووو تستاهل ياعسل والله ربنا يحميك يارب ',pos
"' """"""اليوم عيد ميلاد المبدع العظيم صلاح جاهين ،،الله يرحمه،، http://t.co/GXVxNrM7KW"""""""" '",pos
' مبروك #محمد شاهين ',pos
' @HamzaNamira و انت بخييييييييييييييييير يا كبير ',pos
' لا اله الا انت سبحانك انى كنت من الظالمين ... ',neu
' @lolwallidlol @Hazem__Azim مش بعرف اعمل ريبورت .... بلوك بس ',neg
' @dinaeldawy @Nashwa14 انا ليا مين غيرك وهعيش لمين غيرك ',pos
' - و قُربكمٌ حياةٌ ',pos
' @ranasamaha9t مبررررررررروك رنوشتى ويستااهل ابن مصررررررر  لووووووووووووولى  رنا سماحة ',pos
' @hamadaz15 هههههههههههههههههه الحمد لله اتحلت ',pos
' احب اقول لي اتش انى لقيت الفرح بتع السودان طه سليمان ',pos
' بيجيبو الكلام لنفسهم ........ ',neg
' لما الاهلي يتغلب امبارح وناس تشمت والزمالك يتغلب النهردة وناس تشمت  يبقي (لسة )مصر مفيهاش ( روح رياضيه) ',neg
' @ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim قطر زفت بردو متتخيرش عنهم ',neg
' @ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim صدقنى فاهمه ... وواثقه ان السيسى ميفرطش فى كرامه مصر ابدا ',pos
' شوفت فتي احلامي في لاتينو داون تاون. ',pos
' اكثر استفادتى من مادة الرياضيات ان السالب بعد السالب يعطى موجب (للعقول الراقيه) ',pos
' @ABHISHEK_881 وانا اشتقتلك اووووووووووووى والله وحشتينى جدااااااااااااا ',pos
' انك تكون بتشجع #الزمالك دي حاجه ف حد ذاتها شيء ايجابي لانك هتبقى ضامن انك داخل الجنه الزمالك متعود ع الخساره و #مرتضى_منصور مبيبطلش شتايم ',neg
' خليك قاعد لا تنسي اللي ما راح تنسيك انه ما في إشي تسوي. http://t.co/QaISxC1y0y ',neg
' @WaleedElhadidi @Havana_H ههههههههههههههههههههههههههههههههههههههههههه ',pos
' @yooosof6 انت على الموبيل ولا الكمبيوتر ؟ ',neu
' @nadiadodo18 اصلاااا ليث ده مصررررررري #StaracArabia #LaithAbuJoda #StaracTheFinal ليث أبو جودة ',neu
' كما تدين تدان #كلمه_للزملكاويه ',neg
' @ELYAS__MAROC اه انكر صوته احلى وما شاء الله محبوب ومعظم فانز الطلاب كانوا معاه وكله بيصوتله ',pos
' #جاريدو_مش_مدرب_ده_بتاع_بطيخ فضحتنا ليه تشمت فينا الزملكاويه اللي هما اصلا متعودين ع الخساره ليـــــــه كــــــــدا يااخي .. دي عمرها ماحصلت ',neg
' @lolwallidlol @ehabmohmedahmed @hananalyaly3 مش عارفه اقول غير ربنا موجود ',neg
' مبروك شاهينو &lt;3 3 سنة لمصر اخيرا ',pos
' المعني الحقيقى لكلمة الكريسماس http://t.co/eCM9ij89F0 ',neu
' طيب حد يجي يشلنى من فيديو رنا وهى بتزغرط ده ايه يا جدعان الحلاوه دى والكواته دى يخربيتك عيدته 10مرات مش زهقانه @ranasamaha9t #RanaSamahaTeam ',pos
' Mhrgan El Kama W Eslam Fatla - 2014_ مهرجان القمة و اسلام فانا  النسخة الشعبى #np on #SoundCloud https://t.co/s8uxJ1hGfU idek what this is. ',neu
' @nourafnoon1 وانتي نورتيني ^^ ',pos
' هلأ عنجد المفروض انو هي احلى ايام حياتي ؟ لا عنجد عنجد ؟ طيب. ',neg
' اعتقد لو كتبت applied arts ف البايو هطلع لفنون ف who to followوالجو ده اكيد. ',neu
"' """"""@abdelrhman2099 لا ثواني كدة عشان افهم ايه هي اللي جميله زي هندسه ،انت قصدك تخصص ديكور؟"""""""" '",neu
' @IbrahimsaidAdam اللمالبم من يوم الجول ال انت رشقتوا فيهم وانت عملهم حرقان غير عادي ',neg
"' ""لو انت فاكر يا يونس سيلفيا زي القصة بتاعة زمان \"""" سيلفيا تعود \"""" :D @Ahmad_Youness  #3alahwa '",neu
' #3alahwa   سنه سعيده علينا يا يونس وعلى مصر كلها يارب وربنا يحمينا كلنا ويحفظ مصر ويارب نحقق احلامنا يارب بخير وسعاده ',pos
"' ""مجرد التفكير ف أني اصحى وملاقيش في حياتي يبقى اتحكم عليا بالاعدام  #جدتي ربنا يديكي طوله العمر :\"""") '",pos
' مينا عطا الاحساس الجامد ',pos
"' """"""@FatimaTBarakat وعليكم السلام ، وصباح النور :)"""""""" '",pos
' في فرق بين  إنك اتفشخت وإتغلبت 4  وإنك إتظلمت وإتغلبت 2  #الزمالك #باصي_لعفيفي ',neg
' يا ناس يا اوفر بالفطرة مش كده وربنا !!!! ',neg
' هفرح وأبتسم مهما أشتد بى البلاء فهو يزيدنى @iemanyat ',pos
' مينا عطا ممكن حد يجبلي رابط اي حساب بينزل صور الطلاب وهما بالسهره لاني عايزه اشوف مينا ',neu
' طب والنسكافيه اوعي تكوني نسيتي وفكري عمتو بعصير اليوستفندي اللي فضل سر مابينا..........ز ',neu
' - رحت فين  - فيكي .. ',pos
' انا وﻻ إنت؟ مين ضيع حبنا بايديه.. ',neg
' دا أية الحزن دا :D ',neg
' اسكندرانى اهلاووووى وافتخر مبروووك للاتحاد سيد البلد وسنظل اوفياء لنادينا النادى الاهلى https://t.co/MCI1N2RuWL ',pos
' سبحانك اللهم وبحمدك أشهد أن لا إله إلا أنت أستغفرك وأتوب إليك ',pos
' عشان محدش يزعل على الحلوة والمرة معاة #الاهلى_فى_القلب https://t.co/lQd2VWaPnh ',pos
' @NabdApp كل عام واهل المحروسة بخير وعام أفضل ومشرق إنشأالله#مصر أم الدنيا ',pos
' وناس مكنتش تتوقع انهم ممكن يقفوا جنبك ..مكنتش تتوقع انهم ممكن يكونوا قريبين منك ..مكنتش تتوقع انهم ممكن يدخلوا حياتك في الاساس. ',pos
' أنظر في قلبك ستراني ! ',pos
' الشناوي يرجع الماتش الجي بقى وكفايه قله ادب ✋ ',neg
' انت عارف ولاد الوسخة لية مش بيموتوا ؟ عشان الوسخة ولاده !! XD ',neg
' انا لو رئيس الزمالك وعارف اد ايه قيمه المنصب ده .. كنت هعرف ان مينفعش بعد كل ماتش اتكلم وشعوذه وسحر واشتم فناس .. انا عندي ١٨ سنه . ',neg
' -إنت ليه مبتردش ع الموبايل؟ -كان سايلنت -و ليه عامله سايلنت؟ -عشان لما تتصل أقولك إني مردتش عشان كان سايلنت. -... -... ',neg
' @Rooy777 كل ما هو اٰت وماهو موجود بأمر الله ',pos
' @Ce_Ashraf بس تخيل فرقة كان فيها النني ورزق وباسم علي ومحمد صلاح  مع بعض  وتقريبا محمود عزت كمان  بس بيهاجم برضا لويشي ',pos
' @Thaqafnafsak جزاكم الله خيرا ',pos
' يارتني ما فتحت الواتس .. جو عشق ممنوع مفيش مرعاة لاحساسك ولا لحبك :3 ',neg
' الحب للاحزان و التوهه للإنسان و اليأس للأوطان ',neg
' @4e70c4f834b443c @mhader464 ممكن الينك يتنشر عايزين نتفرج عليها الحفله دى ',neu
' ما تحكيش حاجا لحد هتا لو كان اوريب منك عشان هيروه يحكى لل اوريب منو #مجربها ',neg
' @MostafaSalem707 بردو بتجبلي سيرة المزاكرة  انت حمار يا عبدو !  انت حمار يسطى ولا ايه !  وسك على حوار الطلبة دلوقتي . فتحي مش معانا ',neg
' حبااا فوووق وحباااا تحت  #3alahwa  \\~ ',neu
' نسووان ع نسووان فقر طوول عمرهم :D  #3alahwa × ',neg
' انا عايزه انجح من غير مذاكر ... ممكن ؟!!!  #رساله_الى_السيسي ',neu
' كل لغات العالم حبيتك و الله العالم ♥ ',pos
' #3alahwa كان عندنا مدرس بيضربنا بجلدة حمير واحنا كنا نقعد نيناونوله (صوت القطه يعني ) ف الفصل ونروشه بس كان بيفتري علينا الصراحه :D ',neg
' مبروك يا ابن مصر #محمد_شاهين ',pos
' @AlyGholam ماهو انا بطلت بس اللي شيلته تعبني نيك ',neg
' يسعد روحك يا جاكيت ~ ',pos
' مانول جوزية قال كل حاجة لباتشيكو فى الدوري المصرى الا انو لما الحكم يكون غبي و معر* المفروض يقلعلة هدومة  #باصى_لعفيفى ',neg
' @MadaAlenizy اهاا الي كيفك مجوز توا انت مش مزال يقرا ',neu
' على فرحة مينااا وشيريييين لاخوهم شاهين هما دول ولاد البلد وهى دى مصرررررر #تحيا_مصر #مينا_فخر_العرب #MinaAtta http://t.co/qlYfbvioKE ',pos
